"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000106366.9",1288.39820832124,-0.856497006900396,0.117965478566727,2.12776585794371e-14,6.39283583457363e-12
"ENSG00000099250.18",2622.35801297389,0.690764039988139,0.0967498750809462,5.63726966439396e-14,1.66500103680897e-11
"ENSG00000158050.5",167.747725810062,-1.62021246500831,0.229915311611262,8.98623436938807e-14,2.60990200201594e-11
"ENSG00000224093.5",1967.90608822259,0.790946076545657,0.112043774563235,9.64604737295525e-14,2.71194299535289e-11
"ENSG00000196678.14",4435.28531066702,-0.574779448749496,0.081287770036308,9.64882736783423e-14,2.71194299535289e-11
"ENSG00000130066.17",2304.89435808106,-0.709825973589606,0.102231103728605,2.2364682687338e-13,6.18614223031036e-11
"ENSG00000123395.15",348.666342346043,-1.09102641897462,0.161387517511807,6.99417265924446e-13,1.90438207437491e-10
"ENSG00000135362.14",237.667989244474,-1.2908897981683,0.191778936081648,8.22159981029063e-13,2.20414766606345e-10
"ENSG00000125753.14",1041.45128687199,-0.775679253984647,0.11553921923314,1.05660769987835e-12,2.78976451183032e-10
"ENSG00000188785.12",383.755422565817,-1.12596732161077,0.168274658622979,1.12973782697805e-12,2.93833005565964e-10
"ENSG00000100348.10",415.819250438984,-1.01158935178606,0.151439029985536,1.23279607930458e-12,3.15922124675907e-10
"ENSG00000134107.5",492.558147135899,-0.986209412383481,0.147852442160625,1.35493706795314e-12,3.4219033835002e-10
"ENSG00000182732.18",5501.12037369593,-0.541130091501533,0.0814855831617098,2.00358904774404e-12,4.98779182085538e-10
