Geneid	control_1	control_2	SRRM2depl_1	SRRM2depl_2	SONdepl_1	SONdepl_2	doubledepl_1	doubledepl_2
ENSG00000259783.5	108	109	72	104	52	48	90	63
ENSG00000260672.1	0	0	0	0	0	0	0	0
ENSG00000259909.1	0	0	0	2	0	0	0	0
ENSG00000215186.6	6	0	2	4	2	0	0	0
ENSG00000274350.1	0	0	0	0	0	0	0	0
ENSG00000175202.4	12	12	18	8	22	8	4	8
ENSG00000261281.1	0	0	0	0	0	0	0	0
ENSG00000140463.13	853	636	662	863	770	524	646	605
ENSG00000159322.17	1984	1662	1419	2014	1891	1485	1619	1493
ENSG00000260898.5	0	4	1	4	2	2	0	2
ENSG00000285729.1	2	0	0	2	0	2	0	0
ENSG00000259259.1	0	0	0	0	0	0	0	0
ENSG00000067141.16	5837	4148	4064	5136	3655	2991	3164	2886
ENSG00000259691.2	0	0	0	0	0	0	0	0
ENSG00000259440.2	0	0	0	0	0	0	0	0
ENSG00000259528.1	0	0	0	0	0	0	0	0
ENSG00000138622.3	156	118	73	123	117	78	67	56
ENSG00000259650.1	0	0	0	0	0	0	0	0
ENSG00000183324.10	1070	820	866	1208	781	782	984	951
ENSG00000259186.1	0	0	0	0	0	0	0	0
ENSG00000156642.16	8426	6178	6392	8724	7632	6244	7328	7480
ENSG00000281183.1	0	0	0	0	0	0	0	0
ENSG00000103855.17	1150	870	785	1169	1007	636	860	829
ENSG00000276807.1	1	2	0	4	2	0	0	1
ENSG00000205363.5	22	30	10	35	28	22	26	22
ENSG00000260469.2	0	2	0	6	2	2	2	2
ENSG00000260624.1	0	0	0	0	0	0	0	0
ENSG00000167139.8	10	2	8	24	38	6	12	28
ENSG00000261801.5	238	199	131	240	280	170	196	222
ENSG00000129038.15	584	465	349	598	650	356	536	503
ENSG00000067221.13	61	75	79	115	109	72	170	129
ENSG00000140464.19	1128	872	818	1118	744	454	492	510
ENSG00000260096.1	4	0	0	0	0	0	2	0
ENSG00000159289.6	2	2	0	2	2	0	0	0
ENSG00000278604.1	0	0	0	0	0	0	0	0
ENSG00000214702.6	0	0	0	0	0	0	0	0
ENSG00000167178.15	4	12	7	0	17	0	12	6
ENSG00000248540.2	0	0	0	0	0	0	0	0
ENSG00000261543.1	12	6	14	16	18	4	8	16
ENSG00000278348.1	0	0	0	0	0	0	0	0
ENSG00000129009.12	0	0	0	0	0	0	0	0
ENSG00000137868.18	20	28	18	50	34	8	26	8
ENSG00000140481.14	30	20	18	26	30	24	26	20
ENSG00000280309.1	0	0	0	0	0	0	0	0
ENSG00000261384.1	0	0	0	0	0	0	0	0
ENSG00000277749.1	0	0	0	0	0	0	0	0
ENSG00000140459.17	2	2	4	6	8	5	5	7
ENSG00000260266.1	0	0	0	0	0	0	0	0
ENSG00000261821.2	6	0	6	5	6	0	8	4
ENSG00000274937.1	0	2	2	2	0	0	4	2
ENSG00000277718.1	8	15	4	16	20	24	39	30
ENSG00000138623.10	800	674	725	1120	962	709	986	905
ENSG00000277391.1	0	0	0	0	0	0	0	0
ENSG00000138629.15	252	254	198	313	299	179	246	190
ENSG00000247240.7	98	90	77	148	114	61	65	92
ENSG00000260103.2	34	70	52	55	78	50	70	48
ENSG00000261775.1	164	163	125	203	189	142	165	158
ENSG00000212279.2	0	0	0	0	0	0	0	0
ENSG00000179361.17	1670	1198	1195	1745	1506	1137	1611	1439
ENSG00000179335.18	1000	878	680	1061	930	638	800	761
ENSG00000275527.1	0	0	0	0	0	0	0	0
ENSG00000260919.1	0	0	0	0	0	0	0	0
ENSG00000179151.12	1687	1178	1309	1937	1516	1086	1382	1338
ENSG00000140465.13	14	14	0	6	14	4	8	2
ENSG00000140505.6	0	0	0	0	0	0	0	0
ENSG00000103653.16	466	435	305	480	480	269	381	303
ENSG00000264386.1	0	0	0	0	0	0	0	0
ENSG00000140506.16	0	0	4	0	17	25	32	25
ENSG00000261606.5	0	0	0	0	0	0	0	0
ENSG00000213578.5	0	0	0	0	0	0	0	0
ENSG00000140474.13	144	124	113	193	166	92	134	84
ENSG00000275411.1	0	0	0	0	0	0	0	0
ENSG00000140497.16	979	831	740	1112	834	555	827	786
ENSG00000178802.17	406	320	283	525	502	295	347	380
ENSG00000178761.14	193	175	150	244	196	134	168	155
ENSG00000178741.11	1278	936	1037	1667	1407	823	1063	1220
ENSG00000178718.6	25	19	18	14	23	5	14	26
ENSG00000198794.11	280	274	178	234	201	158	193	208
ENSG00000261813.2	0	0	0	0	0	0	0	0
ENSG00000199580.1	0	0	0	0	0	0	0	0
ENSG00000260483.2	0	0	0	2	3	0	1	0
ENSG00000138621.11	1545	1569	1232	1773	2181	1560	1955	1852
ENSG00000260152.2	0	0	0	0	0	0	0	0
ENSG00000203411.3	0	0	0	0	0	0	0	0
ENSG00000252722.1	0	0	2	0	0	3	4	2
ENSG00000240366.1	0	0	1	0	2	0	0	0
ENSG00000167173.18	517	349	326	490	436	306	427	393
ENSG00000261779.1	0	0	0	0	0	0	0	0
ENSG00000260660.4	4	16	10	12	14	4	12	3
ENSG00000260104.1	0	0	0	0	0	0	0	0
ENSG00000261205.2	0	0	0	2	0	2	0	0
ENSG00000167195.7	1	0	2	0	0	0	0	0
ENSG00000277295.1	0	0	0	0	0	0	0	0
ENSG00000140478.15	2	0	0	0	4	0	0	0
ENSG00000275992.1	0	0	0	0	0	0	0	0
ENSG00000260357.1	0	0	0	0	0	0	0	0
ENSG00000259790.1	0	0	0	0	0	0	2	0
ENSG00000140365.15	102	119	98	157	96	98	76	97
ENSG00000275645.1	0	3	4	2	2	0	0	0
ENSG00000140398.13	204	203	144	231	231	141	210	103
ENSG00000284343.1	0	0	0	0	0	0	0	0
ENSG00000140400.16	375	337	214	403	446	276	360	339
ENSG00000260274.1	29	28	27	39	14	20	25	17
ENSG00000169375.15	6210	4324	4284	5971	4101	2960	3238	3159
ENSG00000241890.1	0	0	0	0	0	0	0	0
ENSG00000261714.2	0	0	0	0	0	0	0	0
ENSG00000276744.1	0	0	0	0	0	0	0	0
ENSG00000169410.9	2090	1631	1485	2228	1705	1362	1682	1748
ENSG00000260165.1	0	0	0	0	0	0	0	0
ENSG00000259931.2	0	0	0	0	0	0	0	0
ENSG00000260269.5	400	296	262	359	321	232	313	258
ENSG00000169371.13	652	452	499	814	578	414	534	540
ENSG00000260235.1	0	0	0	0	0	0	0	0
ENSG00000260206.1	54	50	82	92	82	34	58	68
ENSG00000177971.8	137	111	90	178	190	100	103	120
ENSG00000275454.1	0	0	0	0	0	0	0	0
ENSG00000274515.1	0	0	0	0	0	0	0	0
ENSG00000173548.8	299	291	223	366	326	164	308	216
ENSG00000173546.7	379	337	206	304	241	152	236	189
ENSG00000260892.1	0	0	0	0	0	0	0	0
ENSG00000203392.3	0	0	0	0	0	0	0	0
ENSG00000182950.2	5	30	9	12	9	8	4	12
ENSG00000246877.1	73	109	42	50	41	32	40	15
ENSG00000260288.3	18	13	12	15	10	10	16	4
ENSG00000260815.3	0	0	0	0	0	0	0	0
ENSG00000261043.5	0	0	0	0	0	0	0	0
ENSG00000284385.1	0	0	0	0	0	0	0	0
ENSG00000187812.12	0	0	0	0	2	2	0	0
ENSG00000241807.3	0	0	0	0	0	0	0	0
ENSG00000261820.1	0	2	0	0	0	0	0	0
ENSG00000140367.11	1930	1300	1161	1588	1648	1086	1101	1135
ENSG00000266308.2	0	0	0	0	0	0	0	0
ENSG00000167196.13	3149	2409	2573	3399	2791	1869	2296	2292
ENSG00000169752.16	321	255	213	302	278	220	200	184
ENSG00000260685.1	0	0	0	0	0	0	0	0
ENSG00000169758.12	982	868	744	1085	909	661	832	733
ENSG00000259422.1	0	0	0	0	0	0	0	0
ENSG00000140374.15	4761	3772	4043	5602	4670	3445	4506	4189
ENSG00000196274.5	0	0	0	0	0	0	0	0
ENSG00000259581.3	0	0	0	0	0	0	0	0
ENSG00000159556.9	156	86	82	117	95	58	52	74
ENSG00000259514.1	0	0	0	0	0	0	0	0
ENSG00000270036.1	49	15	18	42	39	17	11	31
ENSG00000140386.12	7228	5080	4978	6472	4281	3132	3351	3383
ENSG00000261232.2	0	0	0	0	0	0	0	0
ENSG00000266449.1	0	0	0	0	0	0	0	0
ENSG00000201510.1	0	0	0	0	0	0	0	0
ENSG00000117906.13	1040	818	863	1181	1284	712	897	882
ENSG00000243365.3	2	0	2	0	0	0	2	0
ENSG00000259565.2	7	4	0	2	0	2	2	0
ENSG00000140368.12	98	98	37	95	70	57	70	62
ENSG00000140391.14	1612	1353	1117	1433	1446	1031	1203	1121
ENSG00000259652.1	0	0	0	0	0	0	0	0
ENSG00000278991.1	0	0	0	0	0	0	0	0
ENSG00000269951.1	0	0	0	0	0	0	0	0
ENSG00000173517.10	14294	10605	9215	12103	7751	6150	6688	6500
ENSG00000259722.2	0	0	0	0	0	0	0	0
ENSG00000230459.3	0	0	0	0	0	0	0	0
ENSG00000140382.14	4232	3335	3182	4359	3884	2688	3326	3141
ENSG00000279033.1	0	0	0	0	0	0	0	0
ENSG00000259362.2	26	28	21	24	16	10	17	22
ENSG00000259420.5	32	30	4	16	18	10	6	8
ENSG00000169783.12	329	308	259	352	265	184	269	264
ENSG00000259666.2	0	0	0	0	0	0	0	0
ENSG00000259281.1	0	0	0	0	0	0	0	0
ENSG00000280359.1	0	0	0	0	0	0	0	0
ENSG00000259213.1	0	0	0	0	0	0	0	0
ENSG00000260139.6	0	0	0	2	0	0	0	0
ENSG00000260776.5	4	0	0	0	0	0	0	0
ENSG00000261244.1	0	0	0	0	0	0	0	0
ENSG00000242066.3	0	0	0	0	0	0	0	0
ENSG00000214646.8	0	0	0	2	0	0	0	0
ENSG00000261403.1	8	12	10	18	24	10	4	14
ENSG00000261143.1	2	2	2	8	2	4	2	4
ENSG00000167202.11	1946	1487	1428	2002	1371	997	1441	1257
ENSG00000259792.1	0	0	0	0	0	0	0	0
ENSG00000183476.12	30	43	24	44	21	28	48	36
ENSG00000199633.1	0	0	0	0	0	0	0	0
ENSG00000136425.13	140	130	96	126	113	93	74	70
ENSG00000166411.13	795	586	575	903	837	500	690	665
ENSG00000260988.1	0	0	0	0	0	0	0	0
ENSG00000103740.9	53	54	45	76	63	40	44	64
ENSG00000259708.1	25	4	2	14	12	6	20	14
ENSG00000140403.12	827	708	606	830	718	577	664	713
ENSG00000140395.8	615	498	479	667	670	455	585	582
ENSG00000272418.1	0	0	0	0	0	0	0	0
ENSG00000259562.2	0	0	0	0	0	0	0	0
ENSG00000259322.1	0	0	0	0	0	0	0	0
ENSG00000277482.1	0	4	1	4	6	0	0	4
ENSG00000279694.1	0	0	0	0	0	0	0	0
ENSG00000166426.7	0	0	0	0	0	0	0	0
ENSG00000259413.2	8	5	4	4	0	2	2	3
ENSG00000136381.12	6140	4624	4804	6315	5134	3956	4263	4269
ENSG00000259474.1	0	0	0	0	0	0	0	0
ENSG00000188266.13	204	159	136	211	184	100	110	121
ENSG00000279373.1	14	14	10	31	13	8	7	11
ENSG00000041357.15	851	666	679	1097	1221	638	768	670
ENSG00000169684.13	471	395	366	457	368	315	350	336
ENSG00000261762.1	0	0	0	0	0	0	0	0
ENSG00000080644.15	227	160	130	166	123	117	160	117
ENSG00000279421.1	0	0	0	0	0	0	0	0
ENSG00000117971.11	23	16	4	36	18	16	10	26
ENSG00000259555.1	0	0	0	0	0	0	0	0
ENSG00000261303.6	0	0	0	0	4	0	0	2
ENSG00000213307.4	0	0	0	0	0	0	0	0
ENSG00000273512.1	0	0	0	0	0	0	0	0
ENSG00000238166.2	0	0	0	0	0	0	0	0
ENSG00000136378.14	342	386	269	357	248	153	97	130
ENSG00000185787.14	6477	4573	5561	7703	6298	3694	4765	4959
ENSG00000243711.1	0	0	0	0	0	0	0	0
ENSG00000252061.1	76	65	69	101	59	64	51	85
ENSG00000279235.1	176	109	139	144	170	88	136	134
ENSG00000103811.16	643	424	498	699	477	400	558	485
ENSG00000058335.15	291	261	271	365	433	360	514	455
ENSG00000177699.4	0	0	0	0	0	0	0	0
ENSG00000259234.5	8	0	2	4	4	4	6	4
ENSG00000207695.1	0	0	0	0	0	0	0	0
ENSG00000259419.2	0	0	0	0	0	0	0	0
ENSG00000235711.4	0	2	0	0	0	0	4	0
ENSG00000166557.12	3100	2700	2220	2876	2908	1900	2273	2087
ENSG00000169330.8	411	341	208	312	321	197	193	168
ENSG00000259493.2	0	0	0	4	0	0	0	0
ENSG00000259208.2	0	0	0	0	0	0	0	0
ENSG00000260674.2	0	0	0	0	0	0	0	0
ENSG00000213527.5	0	0	0	0	0	0	0	0
ENSG00000259229.2	0	0	0	0	0	0	0	0
ENSG00000252995.1	0	1	3	0	2	2	0	1
ENSG00000259548.1	44	37	28	30	33	20	28	36
ENSG00000136371.10	265	177	267	314	267	216	316	264
ENSG00000261229.6	0	0	0	0	0	0	0	0
ENSG00000259332.3	6	5	12	12	24	2	12	7
ENSG00000279394.1	0	0	0	0	0	0	0	0
ENSG00000180953.11	0	0	0	0	0	0	0	0
ENSG00000278600.1	0	0	0	0	0	0	0	0
ENSG00000259642.2	43	21	25	48	56	22	27	30
ENSG00000259770.2	0	0	0	0	0	0	0	0
ENSG00000140379.7	2	0	2	0	0	0	0	0
ENSG00000271364.1	0	0	0	0	2	0	0	0
ENSG00000279719.1	0	0	0	0	0	0	0	0
ENSG00000279705.1	0	2	0	0	0	0	2	0
ENSG00000275460.1	0	0	0	0	1	0	0	0
ENSG00000086666.18	7925	6392	6215	8365	6188	5028	6047	5695
ENSG00000103876.12	258	222	167	266	172	135	172	164
ENSG00000259967.1	0	0	0	0	0	0	0	0
ENSG00000259417.2	20	14	24	22	18	6	16	18
ENSG00000259361.6	4	6	0	0	2	0	2	0
ENSG00000259495.2	32	46	30	48	46	17	33	18
ENSG00000172379.20	1668	1447	1213	1639	1485	1180	1606	1485
ENSG00000258010.4	0	0	0	0	0	0	0	0
ENSG00000259175.1	0	0	0	0	0	0	0	0
ENSG00000270919.1	0	0	0	0	0	0	0	0
ENSG00000284059.1	0	0	0	0	0	0	0	0
ENSG00000222139.1	0	0	0	0	0	0	0	0
ENSG00000136379.11	2881	1856	1741	2194	2147	1496	1814	1833
ENSG00000271983.1	0	0	0	0	0	0	0	0
ENSG00000103888.16	2758	1921	1038	1520	1722	1118	1218	1118
ENSG00000208003.1	0	0	0	0	0	0	0	0
ENSG00000259546.1	0	0	0	0	0	0	0	0
ENSG00000259649.4	0	0	0	0	0	0	0	0
ENSG00000117899.10	1414	1202	1128	1459	1513	1006	1164	1137
ENSG00000260619.1	8	14	8	13	8	11	10	2
ENSG00000265855.1	4	2	1	7	1	0	3	0
ENSG00000277782.1	26	13	14	18	22	27	19	15
ENSG00000140406.3	289	247	139	214	294	152	160	158
ENSG00000156206.13	324	241	172	236	306	188	154	107
ENSG00000279834.1	0	0	0	0	0	0	0	0
ENSG00000259461.1	0	0	0	0	0	0	0	0
ENSG00000172349.17	48	22	18	16	16	30	34	24
ENSG00000271725.1	0	0	0	0	0	0	0	0
ENSG00000172345.13	54	42	32	70	45	13	28	32
ENSG00000259343.6	143	86	94	153	95	78	84	81
ENSG00000188869.12	0	0	0	0	0	0	0	0
ENSG00000273920.1	0	0	0	0	0	0	0	0
ENSG00000284709.1	0	0	0	0	0	0	0	0
ENSG00000275995.1	0	0	0	0	0	0	0	0
ENSG00000259543.1	4	2	0	0	2	0	0	0
ENSG00000259594.5	0	0	0	0	0	0	0	0
ENSG00000259610.1	0	0	0	0	0	0	0	0
ENSG00000259692.5	7	9	4	0	8	14	10	7
ENSG00000259445.1	22	12	2	6	2	6	2	2
ENSG00000259622.1	0	0	0	0	0	0	0	0
ENSG00000183496.5	24	26	12	18	10	12	4	7
ENSG00000259518.1	152	96	103	120	94	56	77	54
ENSG00000140598.14	5382	4316	4462	5732	4524	3650	4448	4164
ENSG00000212170.1	0	0	0	0	0	0	0	0
ENSG00000285974.1	0	0	0	0	0	0	0	0
ENSG00000188659.9	174	214	186	324	278	202	272	268
ENSG00000274376.4	6	2	0	0	2	4	2	2
ENSG00000278662.4	53	63	47	62	62	40	44	40
ENSG00000259429.5	4049	3309	3554	4935	3643	2530	3248	3013
ENSG00000237550.5	0	0	0	0	0	0	0	0
ENSG00000278202.1	333	246	300	343	286	220	302	283
ENSG00000197978.9	165	143	149	190	110	102	129	133
ENSG00000275695.1	68	70	80	81	99	69	86	80
ENSG00000276710.4	66	86	72	103	104	69	76	75
ENSG00000278603.1	0	0	0	0	0	0	0	0
ENSG00000255769.7	2003	1450	1786	2350	2024	1457	1835	1659
ENSG00000277741.4	11	10	10	15	5	8	8	12
ENSG00000259637.1	15	6	5	20	4	5	12	13
ENSG00000284803.1	308	249	283	392	316	215	186	225
ENSG00000182774.12	0	0	0	0	0	0	0	0
ENSG00000260836.2	4	2	0	1	4	1	1	3
ENSG00000278013.1	0	0	0	0	0	0	0	0
ENSG00000214575.9	2	2	0	0	6	0	2	2
ENSG00000259462.2	0	0	0	0	2	1	0	0
ENSG00000103723.13	14	8	20	20	24	12	25	8
ENSG00000259707.1	0	0	0	0	0	0	0	0
ENSG00000228141.7	4	0	2	0	0	0	2	2
ENSG00000259315.1	132	132	135	209	155	116	162	160
ENSG00000279758.1	7	6	7	6	4	2	2	4
ENSG00000259442.1	467	297	270	374	515	277	280	309
ENSG00000250988.7	457	340	269	425	390	291	385	346
ENSG00000252690.3	0	0	0	0	0	0	0	0
ENSG00000186628.12	878	645	609	797	812	567	809	753
ENSG00000277864.1	0	0	0	0	0	0	0	0
ENSG00000156232.7	1160	874	883	1239	949	710	840	880
ENSG00000103942.12	753	683	622	789	597	472	850	670
ENSG00000259805.1	26	22	28	39	39	9	21	12
ENSG00000169612.3	0	0	0	0	0	0	0	0
ENSG00000169609.13	0	0	0	0	0	0	0	0
ENSG00000260608.1	0	0	0	0	0	0	0	0
ENSG00000064726.9	0	0	0	0	0	0	0	0
ENSG00000273747.1	0	0	0	0	0	0	0	0
ENSG00000259767.1	0	0	0	0	0	0	0	0
ENSG00000260351.1	0	0	0	0	0	0	0	0
ENSG00000259308.3	0	0	0	0	0	0	0	0
ENSG00000263643.1	0	0	0	0	0	0	0	0
ENSG00000136404.15	0	1	0	0	0	0	0	0
ENSG00000166503.8	10	4	2	10	10	4	2	6
ENSG00000260579.1	0	0	0	0	0	0	0	0
ENSG00000259986.1	60	48	48	88	96	56	100	104
ENSG00000169594.13	0	0	0	0	0	0	0	0
ENSG00000140600.16	311	274	306	398	241	244	292	306
ENSG00000156218.12	40	44	32	54	40	28	42	30
ENSG00000212374.1	0	0	0	0	0	0	0	0
ENSG00000261665.2	0	0	0	0	0	0	0	0
ENSG00000200444.1	0	0	0	0	0	0	0	0
ENSG00000274128.1	0	0	0	0	0	0	0	0
ENSG00000259609.1	2	2	4	2	2	0	0	2
ENSG00000259404.5	22	4	8	8	6	4	12	8
ENSG00000280038.1	2	0	3	5	0	1	4	0
ENSG00000259694.1	0	0	0	4	8	2	6	2
ENSG00000259511.2	14	17	25	19	28	13	9	11
ENSG00000259726.1	14	16	16	26	35	26	22	20
ENSG00000225151.10	131	143	144	237	169	127	161	127
ENSG00000278422.1	0	0	0	0	0	0	0	0
ENSG00000184206.11	3	5	4	11	4	4	6	2
ENSG00000259633.1	0	0	0	0	0	0	0	0
ENSG00000259683.1	2	14	2	4	2	1	2	4
ENSG00000244056.3	0	0	0	0	0	0	0	0
ENSG00000259570.1	0	0	0	0	0	0	0	0
ENSG00000235370.6	6	14	11	5	13	9	16	2
ENSG00000272887.1	0	0	0	0	0	0	0	0
ENSG00000259538.1	13	18	11	15	8	10	9	7
ENSG00000259774.1	4	0	8	11	3	4	5	10
ENSG00000278785.1	0	0	0	0	0	0	0	0
ENSG00000197627.3	9	12	12	6	8	9	16	9
ENSG00000259551.1	0	1	0	0	7	1	0	0
ENSG00000259302.1	0	0	0	1	0	0	0	1
ENSG00000230373.8	26	46	30	44	46	20	34	28
ENSG00000259244.1	145	120	163	175	131	106	121	124
ENSG00000189136.9	1423	1174	1252	1594	1038	779	1088	1005
ENSG00000259728.5	2	2	7	10	12	5	8	6
ENSG00000275120.2	44	27	46	48	43	41	36	34
ENSG00000176371.13	0	0	0	0	0	0	0	0
ENSG00000256278.1	0	0	0	0	0	0	0	0
ENSG00000276278.1	0	0	0	0	0	0	0	0
ENSG00000176700.20	150	71	111	207	132	86	119	161
ENSG00000254779.4	0	0	0	0	0	0	0	0
ENSG00000177082.12	495	483	413	674	480	331	393	382
ENSG00000277578.1	0	0	0	0	0	0	0	0
ENSG00000197696.9	72	58	70	62	32	65	59	51
ENSG00000140612.13	3769	2994	2885	4402	2973	2225	2652	2437
ENSG00000259654.1	0	0	0	0	0	0	0	0
ENSG00000285667.1	175	140	149	250	248	107	135	166
ENSG00000166716.9	4602	3015	3441	5177	3844	2529	3343	3155
ENSG00000259415.1	0	0	0	0	0	0	0	0
ENSG00000136383.6	273	293	255	281	514	417	478	412
ENSG00000200991.1	0	0	0	0	0	0	0	0
ENSG00000156222.11	60	43	34	53	76	28	52	49
ENSG00000207037.1	0	0	0	0	0	0	0	0
ENSG00000212388.1	0	0	0	0	0	0	0	0
ENSG00000271044.1	0	0	0	0	0	0	0	0
ENSG00000073417.14	8194	6156	6717	8872	6632	5158	6770	6345
ENSG00000259270.1	6	2	0	0	0	4	2	0
ENSG00000229212.8	362	248	378	403	417	252	326	300
ENSG00000259449.1	0	0	0	0	0	0	0	0
ENSG00000259295.6	0	0	0	0	0	0	0	0
ENSG00000277582.1	0	0	0	0	0	0	0	0
ENSG00000188388.10	8	6	6	15	8	2	6	6
ENSG00000218052.5	8	6	10	10	14	2	6	10
ENSG00000259317.1	0	0	0	0	0	0	0	0
ENSG00000170776.21	28604	19429	22909	32321	23051	17460	22700	21598
ENSG00000284160.1	0	0	0	0	0	0	0	0
ENSG00000251891.1	0	0	0	0	0	0	0	0
ENSG00000259630.2	0	0	0	0	0	0	0	0
ENSG00000259375.1	0	0	0	0	0	0	0	0
ENSG00000259367.1	0	0	0	0	0	0	0	0
ENSG00000259276.1	0	0	0	0	0	0	0	0
ENSG00000202081.1	0	0	0	0	0	0	0	0
ENSG00000259453.1	0	0	0	0	0	0	0	0
ENSG00000259544.1	0	0	0	0	0	0	0	0
ENSG00000259407.1	28	23	24	31	19	19	20	28
ENSG00000259762.1	39	25	35	43	9	26	46	26
ENSG00000259416.2	14	22	17	14	10	3	4	13
ENSG00000183655.12	499	327	275	514	353	225	246	241
ENSG00000221634.1	0	0	0	0	0	0	0	0
ENSG00000259195.1	0	0	0	0	0	0	0	0
ENSG00000252931.1	0	0	0	0	0	0	0	0
ENSG00000264406.1	0	0	0	0	0	0	0	0
ENSG00000259608.1	0	0	0	0	0	0	0	0
ENSG00000260477.7	0	0	0	0	0	0	0	0
ENSG00000273540.3	10	5	5	7	8	4	7	4
ENSG00000252964.1	0	0	0	0	0	0	0	0
ENSG00000261077.1	0	0	0	0	0	0	0	0
ENSG00000200206.1	0	0	0	0	0	0	0	0
ENSG00000260125.1	0	0	0	0	0	0	0	0
ENSG00000259734.1	0	0	0	0	0	0	0	0
ENSG00000259636.1	0	0	0	0	0	0	0	0
ENSG00000259620.1	0	0	0	0	0	0	0	0
ENSG00000259761.1	0	0	0	0	0	0	4	0
ENSG00000259560.1	12	4	2	4	10	3	9	10
ENSG00000207150.1	0	0	0	0	0	0	0	0
ENSG00000259527.2	0	0	0	0	0	0	0	0
ENSG00000140538.16	178	162	172	246	234	186	316	336
ENSG00000259183.1	0	0	0	0	0	0	0	0
ENSG00000260305.1	0	0	0	0	0	0	0	4
ENSG00000259494.1	2	2	6	1	5	5	0	0
ENSG00000173867.10	105	66	52	56	95	70	73	80
ENSG00000181991.15	0	0	0	0	0	0	0	0
ENSG00000279945.1	0	0	0	0	0	0	0	0
ENSG00000140543.14	0	0	0	0	0	0	0	0
ENSG00000259569.2	0	0	0	1	3	0	1	0
ENSG00000249487.6	26	16	21	18	30	6	32	22
ENSG00000221630.3	0	0	0	0	1	0	0	0
ENSG00000207703.1	0	0	0	0	0	0	1	0
ENSG00000283484.1	0	0	0	0	0	0	0	0
ENSG00000181026.14	3328	2408	2421	3538	3999	2251	3062	3307
ENSG00000172183.14	353	338	225	299	418	299	423	306
ENSG00000259676.1	0	0	0	0	0	0	0	0
ENSG00000157766.16	6	6	18	22	8	16	14	24
ENSG00000140511.11	77	97	100	164	117	80	158	114
ENSG00000140545.14	492	490	315	511	374	253	268	281
ENSG00000259350.2	0	0	0	0	0	0	0	0
ENSG00000259489.2	0	0	0	0	0	0	0	0
ENSG00000261549.2	0	0	0	0	0	0	0	0
ENSG00000260275.1	0	0	0	0	0	0	0	0
ENSG00000260123.1	12	6	4	19	8	4	0	8
ENSG00000261407.1	0	0	0	3	2	2	0	2
ENSG00000140526.17	2657	1841	1975	2930	2690	1818	2425	2351
ENSG00000239151.1	0	0	0	0	0	0	0	0
ENSG00000259699.2	0	0	0	0	0	0	0	0
ENSG00000259948.2	0	0	0	0	0	0	0	0
ENSG00000140522.11	14	10	10	18	3	4	4	6
ENSG00000140525.17	2339	1992	1764	2153	1742	1334	1662	1624
ENSG00000140521.13	1442	1322	1131	1536	1473	1137	1401	1357
ENSG00000275101.1	0	0	0	0	0	0	0	0
ENSG00000261441.1	56	32	48	86	179	40	56	60
ENSG00000279708.1	0	0	0	0	0	0	0	0
ENSG00000255571.8	0	2	2	2	0	0	0	0
ENSG00000284329.1	0	0	0	0	0	0	0	0
ENSG00000140519.13	0	2	4	0	6	2	0	6
ENSG00000259218.5	0	0	2	0	2	0	0	4
ENSG00000261478.1	0	0	0	0	0	0	0	0
ENSG00000259713.1	66	16	22	58	64	28	36	40
ENSG00000140534.13	592	435	470	566	395	304	457	428
ENSG00000259615.1	0	0	0	0	0	0	0	0
ENSG00000166813.14	117	74	75	78	70	75	91	82
ENSG00000166819.11	8	10	4	8	12	2	2	2
ENSG00000166821.8	84	59	57	86	105	63	55	56
ENSG00000241362.2	0	0	0	0	0	0	0	0
ENSG00000140527.14	172	149	144	208	102	70	83	88
ENSG00000259561.1	0	0	0	0	0	0	0	0
ENSG00000206590.1	0	0	0	0	0	0	0	0
ENSG00000166823.5	6	8	6	35	5	16	14	23
ENSG00000259441.2	0	0	0	2	0	0	0	1
ENSG00000188095.5	4	8	8	4	8	2	10	6
ENSG00000166825.13	4	4	0	6	4	2	4	4
ENSG00000157823.16	114	105	82	127	127	119	87	108
ENSG00000250021.7	0	0	0	0	3	0	0	0
ENSG00000264966.1	0	0	0	0	0	0	0	0
ENSG00000259677.1	0	0	0	0	0	0	0	0
ENSG00000264796.1	0	0	0	0	0	0	0	0
ENSG00000212420.1	0	0	0	0	0	0	0	0
ENSG00000242498.7	0	0	0	0	1	0	0	0
ENSG00000252645.1	0	0	0	0	0	0	0	0
ENSG00000259273.1	0	0	0	0	0	0	0	0
ENSG00000280377.1	0	0	0	0	0	0	0	0
ENSG00000140548.9	1089	844	798	1202	907	710	915	770
ENSG00000265871.1	0	0	0	0	0	0	0	0
ENSG00000273691.1	0	0	0	0	0	0	0	0
ENSG00000259291.2	0	0	0	0	0	0	0	0
ENSG00000276376.1	0	0	0	0	0	0	0	0
ENSG00000182054.9	199	156	132	207	132	99	112	93
ENSG00000259685.2	22	12	4	22	6	4	12	16
ENSG00000185033.14	1377	1065	981	1654	1062	561	904	812
ENSG00000240470.3	0	0	0	0	0	0	0	0
ENSG00000225193.5	0	0	0	0	0	0	0	0
ENSG00000185043.11	156	147	102	122	111	83	73	93
ENSG00000183208.12	0	0	0	0	0	0	0	0
ENSG00000284626.1	34	33	20	43	20	22	25	26
ENSG00000213471.10	0	0	0	0	0	0	0	0
ENSG00000261147.1	0	3	2	2	0	0	0	0
ENSG00000182768.8	0	0	0	0	0	0	0	0
