Genes	G:\18.8.23_Michal\CSSdp12_S1-B12_1_3444.d.dia	G:\18.8.23_Michal\CSSdp11_S1-B11_1_3443.d.dia	G:\18.8.23_Michal\CSSdp10_S1-B10_1_3442.d.dia	G:\18.8.23_Michal\CSSde9_S1-B9_1_3441.d.dia	G:\18.8.23_Michal\CSSde8_S1-B8_1_3440.d.dia	G:\18.8.23_Michal\CSSnp6_S1-B6_1_3438.d.dia	G:\18.8.23_Michal\CSSnp5_S1-B5_1_3437.d.dia	G:\18.8.23_Michal\CSSnp4_S1-B4_1_3436.d.dia	G:\18.8.23_Michal\CSSne3_S1-B3_1_3435.d.dia	G:\18.8.23_Michal\CSSne2_S1-B2_1_3434.d.dia	G:\18.8.23_Michal\CSSne1_S1-B1_1_3433.d.dia	G:\18.8.23_Michal\CSSde7_S1-B7_1_3439.d.dia
CYP51A1	29577.3	31592.5	31061.3	30423.9	28150.2	27085.9	24391.2	21103.3	22859.2	21883	24983.3	31468.1
CYRIB	100338	86461	83570	85572.7	82163.6	87636.1	84586	91387.4	78681.5	92306.3	79379.7	74494.9
CYTH1	1635.91	2695.9	2687.66	3523.75	2560.38	2639.96	2554.43	2926.05	2338.79	3429.65	4383.53	2892.18
CYTH4	9087.07	10656.7	12737.3		10447.9	11897.7	16969.1	12637.4	13423.1			12250.3
CZIB	48272.8	45450.1	42826.7	42275	55236.5	42829.6	41259.4	49199.1	45586.1	47479.4	55572.2	45573.6
DAG1	7423.44	7843.38	8750.02	5816.23	5081.65	5799.98	6639.42	7565.7	4755.57	9842.83	6974.32	13451.2
DAP	17382.8	19159.8	17834.9	14336.9	16534.4	16006.3	15241.2	15675.8	12006.3	14503.6	11976.9	11829.7
DAP3	51138	51301.2	51218.7	47608.4	52749.8	52144.9	52317.7	50472.5	52685	49917	52489.3	49036.6
DARS1	86664.2	97253.2	94886.6	81605.5	83287.4	85984.7	83499.6	91906.7	82774.3	79453.6	80085.6	87016.6
DARS2	42367.6	42779.4	43008.6	38380.5	38639.3	44198.8	39551.1	40571.9	36355.7	32652.1	34694	36103.5
DAXX	25280.5	23245	21167.5	32055.8	27732.7	22766.5	25966.7	21581.5	30718.3	30175.1	31683	31316.6
DAZAP1	184393	192342	196732	163662	172507	137450	175941	178935	118405	117146	134790	132081
DBF4		1339.89	7928.46	2933.15	3687.24	4308.66	3087.09	2750.18		1311.16		5449.18
DBI	462792	478973	498285	466380	501165	446858	469077	493580	411653	471127	467119	410587
DBN1	250297	240346	249303	298051	264832	256506	293348	274481	404816	259614	319180	270572
DBNL	100467	94899.5	94439.7	119993	122752	78788.2	90403.9	87368.7	145456	143920	125485	124138
DBR1	38221.2	39651.1	37016.6	33208.9	37436.4	36067.1	47431.2	47734.7	44716.1	42667.8	38139.8	47356.2
DBT	32655.8	32984.1	35455.1	29640	26032.3	30051	30368.7	28852.8	28409.8	31362.4	26934.4	32259.9
DCAF1	88353.4	88827.3	91779.8	83177.6	86271.4	93550.2	104431	99343.9	84590.3	85487.2	97156.1	98182.5
DCAF13	33984.2	38109	34101.5	40525.8	41967.2	38468.4	32984.5	36031	33010.9	31472	35991.8	32685.5
DCAF16	23071.1	20649.5	22311.5	16400.4	14340.8	16953.3	23807.4	21860.4	18016.7	17997.1	21923	20586.9
DCAF6	11946.4	11056.8	11479.5	13027.1	12000.4	11767.1	10953.4	12156.5	12538.1	11999.3	10615.2	11131.3
DCAF7	24076.7	24234.1	23066.6	30375.9	30259.2	28555.4	22694.7	24445.8	29898.3	31801.1	29828.2	30230.6
DCAF8	18795	20075.8	18255.8	31701.6	29134.3	21111.4	20506.9	21591.4	27665.2	21659.8	24169.5	24472.4
DCAF8L1	10762.9	14636.3	11421	9996.54	9683.32	11203.4	8188.16	3012.94	5880.39	5583.94	10710.9	9718.23
DCAKD	6987.08	7932.17	9314.34	8119.67	6129.79	6273.25	6032.98	5289.22	7486.06	6680.7	5359.33	7097.77
DCBLD2	17237.4	17145.5	17171.1	13410.2	12634.3	17997.6	17371.9	20197.4	14433.1	16394.1	17334.4	17557.1
DCD	9314.34	4993.61	5517.98	5601.31	2813.69	9549.17	5423.88	2543.91	3077.82	3409.88	6019.5	14696.3
DCHS2	15175.2	16340.8	17140.3	68258.3	14880.6	14500.9	12440.5	17653.5	19311.2	19013		20644.7
DCK	28096.4	29252.4	24919.7	28606.9	27700.8	31707.3	19175.2	26241.2	16895	17000.5	20014.4	18643.3
DCLK1	8598.7	10457.9	8013.52	7219.82	9966.09	9217.15	8990.69	10908.3	5164.37	6733.81	8610.97	4708.37
DCLK3	37692.7	24276.6	49417.6	25333.3		42079.2	66084.8	40553	58095.5	86499.9	59741	55618.7
DCP1A	74961.8	80084.6	77600.6	67416.8	65321.6	71494.9	90500.3	78739.6	82916.2	74496.2	75616.1	94511.7
DCP1B	6097.01	6536.68	7467.34	7154.87	5852.42	4392.12	8670.66	5589.67	9802.13	9568.93	9363.46	8707.71
DCP2	8085.87	7855.05	9792.05	6658.54	8837.24	7713.29	5687.19	8368.65	2365.93	3492.6	5467.24	2939.12
DCPS	13207.4	11977.1	17029.5	10183.9	11979.1	11715.4	13635.9	11373	11212.4	16588.5	15106	17770.4
DCTD	51183.3	40632	35935.6	58952.8	45822.1	40419.1	35438.9	56177.4	24430.1	47251.8	44076.6	29307.3
DCTN1	31365.9	35763.2	32983.2	39762.9	39583.5	34642.7	34690.2	37607.7	40293.8	37731	40911.6	35869.1
DCTN2	193826	198364	204646	237450	230400	211923	233358	223197	283242	301582	279498	232532
DCTN3	11279.7	13392.7	16631.1	14059.6	18013	11197	19434.3	15453.5	29740.2	26669.4	21495.3	20827.2
DCTN4	30553.3	32056.9	31338	40449.6	40214.8	28331.1	32761.1	38302	32241.4	20289.6	37624	24738.9
DCTN5	18395.9	20304.8	16850.5	20361.6	18162.5	19245.2	18688.8	16418.2	18751.5	17591	18754.2	12253.1
DCTN6	8911.56	8946.23	9430.84	9869.44	7609.77	14349.6	12203.1	14956.1	15333.8	9979.1	10943.5	13277.6
DCTPP1	155500	151728	158938	148202	153612	125538	126947	143866	100646	98830.9	121578	157335
DCUN1D1	23643.2	27117.4	26502.3	31843.3	32428.5	40965.9	27381.8	32835.7	24609.7	25579	25054.7	26927.1
DCUN1D3	4939.37	4934.3	6257.29	6995.05	7042.18	7405.46	5399.07	5061.09	5138.81	5696.88	5654.87	3762.77
DCUN1D5	45356.3	51024.2	45548.2	38272.7	49035.7	45563.8	39243.1	48159.4	32425.9	36225.9	40280.2	39274.2
DCXR	26866.6	26466.9	25270.9	25622.4	28060.4	26805.2	24668.9	26044.2	26260	27627.9	24674.1	23348.3
DDA1	48785.8	56139.9	39518.9	61843.5	62612	55109.4	46896.4	57076.7	52955.1	42551.4	62396.8	41662
DDAH1	19957.6	22713.4	26302	20531	22484.5	21121.6	28779.7	23753.2	25167.1	22060	21560.8	28888
DDAH2	22675.7	18507.7	16812.8	23420.1	29152.4	25751.8	13159.7	21147.1	16491.3	21446.2	23518.1	28882.4
DDB1	178636	172252	170822	173447	192219	177602	158520	165252	144360	142316	153571	139931
DDB2	7528	7860.54	7791.53	8761.92	9832.46	7965.62	8029.65	4936.88	10198.5	11214.7	12035	11073.4
DDHD1	10072.1	10183.8	9781.63	10673.2	9183.2	12133.2	10191.9	10384.9	8909.28	8317.49	8849.4	8698.59
DDI2	31817.3	39918.2	31460.3	38185.4	37893.7	37300	34923.1	38563.3	35555.1	35345.9	39655.9	29222.9
DDOST	112861	131048	109869	135891	106250	146552	116206	123060	89686.9	104635	113177	100516
DDRGK1	14616.6	16295.8	12007.5	15258.8	15417.9	13136.8	12789.4	13733.6	12915.7	14466.2	12995.8	12721.9
DDT	92642.3	209906	92286.9	240064	252082	200325	107208	251410	109865	79948.7	116541	60838.5
DDX1	234050	249259	242464	220201	210321	233745	232081	230711	206908	221670	219765	205671
DDX10	61846.4	53540.2	60266.8	58992.5	57448.2	59693.6	58050.9	58127.1	53885.7	51648	59510.7	50824.9
DDX11	3994.18			4185.13			3594.11			7370.15	7296.97	6237.49
DDX17	113310	111088	104746	100107	117624	113580	110733	107749	118303	96067.5	100508	95285.1
DDX18	265058	266423	261627	239275	248852	247257	265911	261493	243698	221572	243547	255547
DDX19A	9987.66	8706.71	12143.9	12007.5	8159.92	8820.26	10422.6	10675.5	15743.6	11863.7	10707.5	13636.1
DDX20	54461.8	53436.9	57337	48757.8	41497.8	50104.3	57498	54332.2	49547.3	53887.5	50051.4	58693.4
DDX21	478723	528596	524205	480806	487855	489020	455808	514999	447765	442834	460597	424477
DDX23	32629.4	34027.6	34086.3	45587.4	42158.4	32340.6	37232.4	36699.8	42207.9	45098.8	43476.4	47934.3
DDX24	108795	109480	100417	99721.6	100422	114209	130674	116220	98921	84976.3	108698	98373.5
DDX27	54718.3	58538.6	50285.7	62627.5	60911.5	58246.8	47643.6	60432.9	58270.1	46594.8	56303.6	53357.2
DDX28	12656.1	15835.7	17949.7	11468.3	13394.9	14243.9	13440.8	13389.9	6245.63	8124.91	10595.5	10317.6
DDX31	35967.4	35659.2	35170.6	29536.2	29223.9	31648.2	38762.1	34626.9	37465.7	39800.5	37215.5	38382
DDX39A	144982	138360	142556	191695	193627	112149	144199	129021	174237	184646	184772	170225
DDX39B	266715	272638	256220	247546	274624	252831	251850	247309	244416	235581	257970	236917
DDX3X	162852	165939	164673	173884	161916	181723	180991	189751	183949	195472	189006	194223
DDX41	27040.8	30659.3	27354.7	39540.5	37352.7	19386.6	30559.7	25508.9	48958.1	45607.9	42564.9	35427.4
DDX42	117044	123838	110108	125128	117449	114829	117492	122009	116073	97816.5	119946	100093
DDX46	90482.5	90765.5	95543.6	93309.9	83279.1	85788.6	99420.7	93462	101848	101918	108114	98152.3
DDX47	124751	118786	116839	99228.9	104342	123581	125145	126343	107320	86643.2	98387.3	67123.4
DDX49	29369.3	33358	38468.7	49389.3	40687.9	38925.5	35153.3	36901.3	46575.6	43613.4	54282.9	53135.5
DDX5	390820	377389	387650	368772	369175	418920	408913	431046	374607	386734	401268	302701
DDX50	34806.5	30175.2	27182.8	29152.5	28278.8	33044.4	25655.8	29164.7	20815.1	27847.1	22578.9	23387.6
DDX51	11279.8	11126.3	12108.4	15815.6	15328.9	14093.3	15355.9	13611.5	18105.7	20842.9	19403.7	19008.4
DDX52	37367.3	34261.2	39024.2	32349.7	32854.9	38872.6	40534.7	35758.6	37469	36710.9	35884.7	40710.3
DDX54	75757.7	76585.1	68076.1	97350.2	87025	74341	67753.4	73230	78090.4	70914.1	81678.8	71300
DDX55	13562.9	17257.8	16241.4	20696.9	21564.6	14169.5	16161.5	16043.3	19539.2	24081	18693.6	24522.8
DDX56	49752.5	57528	50917	77107.2	72786.8	57940.6	53013.2	61907.8	67890.3	58940.2	70806.6	55008.2
DDX58	7942.69	7313.33	9454.53	7871.91	8459.48	13663.9	9199.59	8408.01	7732.86	5626.05	10966.1	6987.52
DDX59	9668.57	9228.25	8629.21	8337.15	7569.04	9285.17	9563.02	8607.43	8176.26	7811.36	9222.53	6882.74
DDX6	150710	139299	153621	150718	140806	154177	137742	139693	122908	157575	132169	134145
DDX60	4643.05	4948.51	4274.96	4217.25	4479.77	4317.93	5776.68	5569.49	4150.77	4641.75	6870.91	2327.77
DEAF1	2484.72	2139.68	1535	2026.65	1645.2	2921.56	2374.01	2765.81	3196.99	3564.77	2578.17	2959.56
DECR1	136657	156530	142142	138062	139865	139432	139275	148621	118887	105246	129933	112156
DEF6	988547	969049	1.06063e+06	1.02562e+06	870579	895358	1.03811e+06	911259	1.18996e+06	1.15857e+06	1.16904e+06	1.22862e+06
DEGS1	15683.7	16190.9	12234.8	15144.8	16745.1	16550.8	13360.4	20425	21676.7	16267.1	14595.3	12723
DEK	80042.5	91651.2	92645.3	98762.1	84683.2	78548.9	97166.9	86392.9	85865.5	86987.5	86303.9	85546.9
DENND10	9130.52	8535.75	10302.5	12523	8620.8	7780.42	10254.3	7307.59	6524.97	8603.7	12374.1	13293.1
DENND11	4948.75	2779.32	4719.45	3386.24	2794.72	3913.61	5732.9	2895.53	4203.63	4743.08	4900.52	2330.12
DENND4C	12860.1	12040.1	9005.96	9368.63	10885.6	11067.6	13789.9	13290.4	10947.4	10996.2	9450.52	8746.12
DENND6A	2493.37	2736.74	3064.23	2107.92	2975.49	1852.19	3935.01	2125	3559.67	2334.82	2210.23	
DENR	124293	133986	113845	132090	143027	137474	156107	139886	169840	166704	174045	158950
DEPDC1	10885.2	9676.3	11485.9	7011.84	7014.48	11147.7	11591.9	10104.5	12031.2	9576.65	8795.02	9656.21
DEPDC5	4127.69	3897.76	4671.53	3162.81	2571.62	3205.63	4628.71	3298.33	2830.62	3181.83	3920.08	2186.84
DEPDC7	5204.14	4672.83	5263.63	4841.58	4188.52	4409.57	5121.64	5304.11	4137.57	5463.38	4693.72	6905.16
DERA	21890.2	24259.4	23795.8	24642	27306.8	22245.7	24181.1	20724.7	25479.4	19856.1	18349.4	17916
DESI2	23755.2	23323.8	21807.6	22368.1	22727.2	17429	18076.7	24575.2	18538.8	21604.5	20796.3	21794.7
DFFA	81376.5	74550	61926.2	72276.6	63384.3	78740.6	63439.1	80012.1	54017.4	46999.8	67836.1	54385.5
DFFB	20102.3	21408	20822.1	15910.7	15317.8	19048.3	17372.5	17899.7	15644.9	18769	18873.2	17411.1
DGCR8	33255.5	31423.6	33586.1	29781.3	29286.7	34193.1	36880.9	35262.7	33995.2	36361.6	39657.3	31156.7
DGKA	3351.83	5461.38	3449.05	3839.66	3846.95	4084.58		3713.81	2271.46	2956.29	4662.7	4755.12
DGKD	9188.73	8995.3	9261.72		2585.28	10524.6		11290.1		1650.66	5849.24	2131
DGKZ	2383.48	1317.01	3096.05	3815.81	3357.87	1544.22	3716.22	3271.29	6811.65	5152.81	5315.94	5634.58
DGLUCY	15673.7	16532	18115	13715.3	13154.9	14839.5	17682.3	19397.1	18570.3	17742.3	18617.7	14592.2
DHCR24	148188	127150	126982	102607	101960	102615	121115	100267	87715.4	100551	100164	127907
DHCR7	18920.8	15206.6	16457.9	15101.8	14191.3	12842.1	15563.1	13671.7	14761.8	18058.1	16116.3	21710.9
DHDDS	2900.3	3595.02		3422.17	3535.42	2717.89	1871.63	1913.02	2777.59	1286.51	2381.74	
DHFR	334300	340132	302833	351296	378639	301858	265472	328108	244630	215035	270901	209033
DHODH	15230.9	14997	11331.7	14132	12868.3	15449.2	13597.1	12408.9	13602.4	11863.3	14418.6	9065.41
DHPS	58317.9	57723	63527.1	61417	73173.1	61257.8	59554.3	61158.9	83596	89244.8	90712.9	72302.4
DHRS11	4039.81	7282.53	5587.86	3328.63	4222.97	1401.84	4784.66	4704.13	4812.18	4581.59	6121.16	2733.48
DHRS7	11021.3	12924.4	10586.7	12293.6	12577	11051.4	11195.5	12976.3	8456.35	10604.2	10199	8857.17
DHRS7B	5152.44	6334.69	2346.31	3988.26	5607.29	4060.93	4547.78	3407.75	4095.88	3643.25	6083.11	2577.61
DHTKD1	25136.6	19675.7	16902.2						26669.9	9606.67	15286	24958.4
DHX15	223134	206812	217806	166766	150953	217333	228189	202240	193468	199516	195389	188866
DHX16	21228.9	19900.1	21161.3	22593.1	20064.6	22500.2	21411.7	21031	23040.4	19433	21315.2	20649.3
DHX29	19133.1	19039.1	15681.4	18072.3	18792.2	18658.4	17711.4	18697.8	16428.2	15163.8	18448.2	13884.4
DHX30	61253.5	59632.8	64675.4	104875	96211	63964.8	73530.6	68708.6	115276	109486	113133	110057
DHX32	12855.9	11989.3	10344.6	8630.43	10741.3	10833.6	14236.1	12092.4	11291.8	13892.7	15704.8	8560.98
DHX33	9924.95	9638.29	11484.9	8397.07	8857.8	8929.17	9195.72	8973.2	8496.87	10182	7922	9267.74
DHX34	10766.6	10483.6	13415.9	12364.5	10682.6	13076.4	14215.5	13576.9	13042.9	11989.1	12599.8	11448.5
DHX36	19506.3	24685.9	23382.9	22462	19710.1	21677	22220.3	20601.3	16016.3	18657.3	20638	24514.4
DHX37	24439.7	22508.3	24913.2	47419.1	43889.3	23865.8	26240.2	21662.6	42278.2	46793.1	51770.8	47069.3
DHX38	25574.6	22308	24266.2	27106.4	26379.7	24145.5	27310.6	25515.8	32505.8	32529.9	31495	29276
DHX40	3649.18	5685.28	5759.25	4401.14	6623.81	3796.93	5546.21	4354.78	4695.49	6556.86	6086.05	4019.15
DHX57	33732.4	32592.1	33708.1	25882.3	23215.7	28509.7	34403.7	29777.3	31395	30105.6	33324.8	33307
DHX58								221628				
DHX8	30903.9	30953.2	29475.4	26848.7	27576.8	29824.3	33578.8	31221.3	30645.4	25782.8	30857.7	26660
DHX9	537553	533688	517029	495258	495843	551332	498827	527306	461196	472173	507189	467314
DIABLO	30997.6	31884.5	35511.4	29657.7	27696.9	29024.2	34735.6	28607.3	32186.6	30671.4	32160.9	33347.7
DIAPH1	170207	163363	154616	158515	144486	161926	159925	173298	146702	144285	149199	151860
DIAPH2	14950.6	12063.2	16561.7	13450.7	10662.9	12784.5	13301	12926.9	12816.6	13876.4	12871.7	15248.1
DIAPH3	12238.5	12468.3	13556.6	11478.9	11999.5	12379.1	14286.6	14293	16371.1	16067.1	13824.5	12902.6
DICER1	16468.3	13692.5	14454.5	14868.6	14322.8	14183.5	18440	15175.5	18920.2	14034	19408.5	19939.6
DIDO1	34688	38069.7	34409.6	35359.9	33118.8	33753.8	32218.8	33503.6	33788.7	28801	31302	33060.4
DIMT1	58783.7	61697.4	62479.1	50237.4	54941.5	65887	61721.5	61818.5	46111.3	42668.9	53177.4	38439.6
DIP2A	2461.06			4936.64	5257.23	2659.47	2187.21	3215.44	5819	6940.45	5290.87	8285.91
DIP2B	16562.7	17272.7	15321.6	15986.5	17244.1	13573.1	11434	17139.8	12497.9	15483.6	14106.3	12528.5
DIRAS1	6699.62	3451.52	4012.85	9475.17	5672.55	9109.07		6789.08	3867.2	6185.18	3606.89	5293.45
DIS3	74613.3	73000.6	70161.3	69758.5	68597.2	74828	69278.6	71863.6	69534.4	57995.9	65538.1	65519.6
DIS3L	9373.1	9804.29	9416.81	8006.13	6606.09	7320.4	9775.88	9075.12	8808.91	8093.75	9708.42	11008.6
DIS3L2	25345.8	25925.2	25761.5	32036.7	30432.1	25391	24222.8	25027.8	27565.5	29380.2	32578.1	29059.1
DIXDC1	15795.9					22857.6				14967.1	19457.5	
DKC1	173718	171694	169147	157230	157935	161620	186821	169444	166857	144687	179388	169701
DKK1	4174.46	5956.41	3976.38	8180.4	8370.83	4755.82	4132.18	5275.51	4892.53	3391.87	6108.14	3790.78
DLAT	184979	173999	182129	163186	166010	186970	190032	179013	213691	212816	201233	189244
DLD	300406	279066	264017	275912	249023	309500	313484	294168	318516	328327	333388	300332
DLG1	41966.6	44045.3	41951.8	44399.2	44990.9	42642.9	36917.7	47395.2	29440.4	32525.7	41417.9	34307.2
DLG3	24566.8	28353.1	26037.5	29433.3	24143.7	23862.9	25743.4	31046.7	26548.5	26018.5	20978.9	25903.7
DLG5	8604.63	9166.9	9022.25	11761	9879.89	9163.97	7637.68	9502.74	11972	15128.9	9280.61	13823.2
DLGAP4	6109.31	5491.48	2428.73	10842.5	15089.4	22750.6	7732.89	11678.6		2486.32	4213.48	4608.23
DLGAP5	54586.3	56422.3	55267.3	49089.8	46016.3	52172	57210.4	58366.4	48903.8	50062.5	51355.4	50166.3
DLST	189344	186257	202392	173647	166095	180950	207218	203439	175478	189375	206344	208883
DMAC2	6871.67	7893.99	7820.17	9902.74	13576.7	8111.4	8878.82	7628.03	11790	9185.86	9839.64	6358.48
DMAC2L	4264.15	3541.15	4222.8	2336.4	3508.59	2243.64	5373.7	3326.2	5364.03	4591.17	4031.04	3927.89
DMAP1	10151.9	9386.79	11448.3	13038.6	10237.7	10086.2	10902.8	11688.7	17643.8	11143.6	10610.7	12965
DMD	53780.5	47365.4		40572.9	62415.2	66755.9	66530.6	57681.6	54702.3	54553.4		47269.2
DNA2	15119.8	14324.9	12155.2	9757.82	10644.5		13896.6	15050.5	13609.9	18531.9	17592.5	19259.9
DNAAF10	9504.22	8743.2	10062.2	6855.27	6539.15	7919.51	12339.7	7946.72	7575.79	6042.21	6371.22	7108.32
DNAAF2	8907.5	9126.47	10236	8754.31	8811.86	9388.17	9196.78	8931.17	7538.49	10415	9719.77	9063.12
DNAAF5	21673.2	20674.8	22142	19403.2	18643.1	19990.5	19835.5	17505.2	18050.8	22426.5	21237.7	23566.4
DNAAF9						7588.4						
DNAH2					44786.8		25587.2		30686.8	38626.6		
DNAH3	8162.58	9164.36	10224.9			6854.11	6958.32	10067.3	16221.7	15566	13691	9680.78
DNAH5	78696.2	71901.4	72818.6	61598.4	66506	71761.2	76889.8	74363.1	63007.8	84825.7	76571.9	78628
DNAH6	37622.7		37452.6	41855.4	49674.1	37755.7	34266.8		25115.5	30468.3	35058.2	28444
DNAH7	19965.5	20581.4	21975.5	23975.3	21093.4	28013.2	41483.8	21306.4	29239.2	10579.9	27067	24856.7
DNAJA1	327606	308356	326552	318540	289061	311691	321288	335055	346853	342864	340243	386627
DNAJA2	225636	246891	244283	245121	241544	253641	249877	257450	240414	236502	237593	203710
DNAJA3	26590.4	33126.4	35021.9	29755.8	35970	43711.1	27951.7	41765.6	33222.3	33737.4	28947.9	30700.9
DNAJA4	10734.3	13353.3	11783.3	12823.9	12693.4	13962.6	15490.6	15561.4	15198.8	16207.6	14618.4	12854.7
DNAJB1	146540	133993	148937	155049	164887	147134	164762	148341	150416	145101	160056	134492
DNAJB11	191257	181597	201748	184212	176355	167946	193337	187422	188567	207325	196002	230073
DNAJB12	12938.1	10691	9385.46	12113.9	12952.8	14147.7	10075.4	15384.1	11183.8	9049.53	13196.7	11311.6
DNAJB14	16872.9	16345.7	19534.1	20559	19958.8	18754.9	21015.7	19355.2	17284.2	19400.1	20567	16388.3
DNAJB4	39012.4	42880.4	42961	39935.8	43487.8	46251.8	43849.4	43124.2	38250.3	36764.1	38119.9	40371.2
DNAJB6	5225.97	6029.74	6609.18	7722.99	4562.33	7044.98	8238.81	4440.15	9729.62	8471.25	7056.6	10210.5
DNAJC1	24622.6	23232.5	24139.8	22554.3	19049.2	22244.7	20853.9	22930.7	23783.8	23554.4	22509.7	20682.9
DNAJC10	15727.8	13040.4	13050.7	13912.2	14222.9	12982.6	14288.9	13565.6	10722.9	8412.7	13386.1	16010.8
DNAJC11	57325.2	63516.3	58021.2	65567.1	67197.5	65993.9	61259.8	61308.2	52901.9	47363.8	52714	55461.8
DNAJC13	28879.8	25375	25845.2	26904.4	27760.7	25506.3	26187	30285.5	21641	24750.3	24894.5	26343.5
DNAJC16	8421.29	7841.6	7388.14	7485.31	5955.49	7951.16	9021.55	7966.72	6552.51	7509.78	6114.49	4888.62
DNAJC17	33313	41707.1	41019.4	36834.2	39253.5	37576.2	47562.9	37181	53226.8	43237.8	46357.1	33419.3
DNAJC2	40913.1	40343.4	44518.4	39594.6	35449.1	41106.2	39651.6	43452.2	41361.8	36654.7	42721.2	35487.2
DNAJC21	22236.3	22293.3	22028.4	21475.7	24027	22300.2	20021.4	23360.4	20261.2	22459.1	21493.2	19992.5
DNAJC3	40690.1	45639.2	43466.6	32523.4	37779.1	32813	40295.3	36420.8	39768.9	34197.9	31580.9	36249.1
DNAJC30	8727.56	11158.2	6141.36	8695.16	11843	9555.21	5006.12	10725.8	7154.39	3415.45	4411.5	6654.22
DNAJC5	16460.2	15145.5	15918.5	15462.2	12734.4	17048.3	16368	15760	10264.5	10451.8	10847.2	11943.7
DNAJC6	7671.81	7546.76	6754.5	6133.54	6611.47	4733.09	5876.3	5956.72	3732.42	4846.87	7245.46	5424.8
DNAJC7	71688.1	85167.1	74591.7	76117.2	89433.5	78597.4	68964.9	85052.9	59766	58013	62299.6	53363.5
DNAJC8	123149	86935.4	60737	83442.7	100306	116102	99161	124903	76711.8	81599.3	95930	56064.9
DNAJC9	65146.2	70056.6	60331.1	67201.1	75992.4	62636.4	63366.3	71698.1	40918.3	43063.1	62263.4	39427
DNAL1	2747.5	3757.82	1950.97	4326.84	5460.4	4723.39	3778.23	4466.42	3035.29	2979.58	2693.64	1904.12
DNM1L	100286	93982.5	101818	97445.7	93791.1	106353	102962	105633	100356	92690.3	103274	94940.4
DNM2	33323.7	29054.9	28387.5	27764.5	26399.8	32713.2	31552.2	32460.3	25804.1	27798.9	27816.9	28038
DNM3	14169.2	12054.4	12936.1	8362.92	9767.82	11073	12947	11026.7	15364.7	13211.6	13678.2	8331.38
DNMBP	25707.2	22605.6	23809.8	20840.6	23008.1	22556.3	23607.7	23555.6	22493.1	25041.8	21286	24935.2
DNMT1	97816.7	103164	97793.1	186856	174440	94268.7	94816.2	102009	162311	168432	182761	141473
DNMT3B	3454.46	4057.59	2549.03	4782.13	4135.78	2785.96	2818.38	3382.31	5569.75	3279.08	3755.52	2542.85
DNPEP	25680.2	24279.7	24690.2	26672.9	29096.3	22116.3	31285.1	27192.4	39002.2	39893.9	35576.6	41779.8
DNTTIP1	21779.7	23377.6	21737.4	24824.3	18937.6	26757.4	21376.6	27732	19624.6	9231.6	25769.3	10339.7
DNTTIP2	47306.2	58946.6	48682.3	54132.6	55414.6	47865.9	48322.9	50226.3	39418.4	37306.1	45261.5	37249.5
DOCK1	9552.83	9311.13	8822.04	8798.71	11162.9	9228.35	10423.7	10100	11464.3	11210.6	9089.67	10684.3
DOCK5	15998	13703.2	16163.2	13114.2	12947.5	14612.9	15915.6	14626.4	14195.5	13193.6	15593.8	13831.6
DOCK6	21304.3	30944.3	34182.2	47322.4	52993.3	23215.8	38358.6	28146.1	40903.7	42829.6	32083.8	19528
DOCK7	40261.1	38669.9	37341.7	35993.2	35341.1	36069.9	39196.9	36866.1	34709.6	32269.2	33159.2	32336
DOCK9	10392.1	10886.1	11120.8	12940.4	10592	11042	8003.58	11481.5	8164.39	10352.7	11243.8	10109.5
DOHH	4627.61	7563.91		7199.03	7815.62	6757.06	4417.45	6519.24		2060.59	4475.5	
DONSON	4345.85	4960.79	3767.98	4736.56	4766.2	5780.37	4706.52	3042.14	5148.34	6472.37	4797.25	5790.46
DOP1B	2434.41	2119.03	1707.61	1977.08	2301.08	2821.8	2176.28	2742.34	1268.81		1553.28	
DPCD	19969.1	26936.2	22288.1	27927	29683	23572.2	25727.4	23740.8	19605.2	24538.3	15888.7	22424.2
DPF2	59406.7	57394.8	54173.4	45201.2	46474.1	46873.5	56676.8	54236.8	57124.1	57825.7	53258.8	57781.6
DPH1	6114.49	5690.41	6247.69	8928.27	7718.34	5860.58	8023.13	5988.71	8868.34	7462.65	12976.3	6709.88
DPH2	8547.2	6778.13	7819.92	10498.7	8094.05	6895.5	8035.33	6091.93	11460	12777.2	9113.43	12022.9
DPH3	4208.14	3615.27	3206.8	3153.22	6924.69	1799.08	4353.79	3063.72	4058.06	2396.2	4046.8	2770.91
DPH5	13697.8	14469.5	12959	12521.8	11890.4	12395	12730.9	14503.7	9435.79	9213.64	12069.1	13142.9
DPH6	6389.68	7764.68	7353.23	7829	6838.58	6894.6	4413.33	7321.81	3564.15	5225.79	6894.33	4127.13
DPH7	3440.99	5941.4	7602.54	5356.87	7015.75	5230.46	5159.93	5025.16	4735.19	7229.46	4788.57	6707.93
DPM1	57518.7	45257.9	57251.2	62013.5	60342.8	54458.4	62196.3	60507.2	71468.1	74406.6	77806.7	72810.5
DPP3	69774.5	67354.8	69472.4	79793.6	70644.5	72809.2	61751.9	69636.1	75884.3	68768.6	78209.3	81179
DPP7	2353.97	2643.93	5279.08	5885	3936.43	5094.11	5171.11	4966.76	5481.04		6337.86	2998.07
DPP9	19196.9	20150.9	19276.8	23062.1	21908.8	17751.2	16985	22119.6	17008.8	13190	15156.4	23679
